"title","budget","genre","mpaa","runtimes","rating","gross"
"Legends of Oz: Dorothy's Return","70000000","19","2","88","5.8","8462027"
"Legends of the Fall","30000000","4","4","133","7.5","66638883"
"Legionnaire","20000000","20","4","99","5.3","81624502000"
"Lemony Snicket's A Series of Unfortunate Events","140000000","13","2","108","6.8","209073645"
"Leprechaun","900000","5","3","92","4.6","8556940"
"Leprechaun 2","2000000","5","4","85","4.3","2260622"
"Les invasions barbares","6000000","5","4","99","7.7","5736727"
"Les Misérables","61000000","4","3","158","7.7","148809770"
"Les visiteurs","50000000","5","4","107","7.0","98800000"
"Lethal Weapon 3","35000000","20","4","118","6.7","144731527"
"Lethal Weapon 4","140000000","20","4","127","6.6","130444603"
"Letters from Iwo Jima","19000000","4","4","141","8.0","13756082"
"Liar Liar","45000000","5","3","86","6.8","181410615"
"Licence to Kill","32000000","20","3","133","6.6","34667015"
"Life","75000000","5","4","108","6.6","73521587"
"Life as We Know It","38000000","5","3","114","6.5","53374681"
"Life or Something Like It","40000000","5","3","103","5.8","168730002002"
"Light Sleeper","5000000","14","4","103","6.7","1050861"
"Lilo & Stitch","80000000","13","2","85","7.1","273144151"
"Limitless","27000000","6","3","105","7.4","79249455"
"Lincoln","65000000","11","3","150","7.4","182207973"
"Lionheart","6000000","20","4","108","6.1","24078196"
"Little Big Man","15000000","5","3","139","7.7","31559552"
"Little Buddha","35000000","4","2","123","6.0","4858139"
"Little Children","26000000","4","4","137","7.6","5463019"
"Little Fockers","100000000","5","3","98","5.4","310650585"
"Little Giants","20000000","5","2","107","6.3","19288821"
"Little Miss Sunshine","8000000","13","4","101","7.9","59891098"
"Little Nicky","80000000","5","3","90","5.3","3408521"
"Little Odessa","2300000","14","4","98","6.8","1095885"
"Little Shop of Horrors","25000000","5","3","94","6.9","38748395"
"Little Women","15000000","4","2","115","7.3","50083616"
"Littleman","64000000","5","3","98","4.2","58645052"
"Live Free or Die Hard","110000000","20","3","128","7.2","134529403"
"Living in Oblivion","500000","5","4","90","7.6","1148752"
"Lo imposible","30000000","4","3","114","7.6","19019882"
"Loaded Weapon 1","8200000","20","3","84","6.1","27979400"
"Lock, Stock and Two Smoking Barrels","960000","5","4","120","8.2","315610"
"LOL","11000000","5","3","97","4.2","456026"
"Lola rennt","3500000","20","4","81","7.8","7267585"
"Lone Star","5000000","4","4","135","7.6","11271550"
"Lone Survivor","40000000","20","4","121","7.6","125095601"
"Lonely Hearts","18000000","14","4","108","6.5","2517423"
"Long men fei jia","35000000","20","4","122","6.0","170276"
"Lookin' to Get Out","17000000","5","4","105","5.1","946461"
"Looney Tunes: Back in Action","80000000","13","2","91","5.7","68514844"
"Looper","30000000","20","4","119","7.5","66486205"
"Lord of Illusions","12000000","2","4","109","6.0","13293081"
"Lorenzo's Oil","30000000","4","3","129","7.2","7286388"
"Los abrazos rotos","18000000","4","4","127","7.2","5014305"
"Los amantes pasajeros","5000000","5","4","90","5.6","117241192013"
"Los sin nombre","900000","4","4","102","6.0","1068547"
"Loser","20000000","5","3","98","5.2","15618626"
"Losing Isaiah","17000000","4","4","111","6.6","7603766"
"Lost Highway","15000000","4","4","134","7.7","655224"
"Lost in Space","80000000","20","3","130","5.0","69117629"
"Lost in Translation","4000000","4","4","101","7.8","44585453"
"Love Actually","45000000","5","4","135","7.7","59696144"
"Love Affair","60000000","5","3","108","5.8","18250211"
"Love Story","2200000","4","2","99","6.9","106400000"
"Lovelace","10000000","11","4","93","6.2","356582"
"Lucy","40000000","20","4","89","6.4","126663600"
"Luther","21000000","11","3","123","6.7","236841042004"
"Léon","115000000","14","4","110","8.6","19251002"
"Madagascar","75000000","13","2","86","6.9","193595521"
"Madagascar 3: Europe's Most Wanted","145000000","13","2","93","7.0","216391482"
"Madagascar: Escape 2 Africa","150000000","20","2","89","6.7","180010950"
"Made in America","22000000","5","3","111","4.8","44942695"
"Made of Honor","40000000","5","3","101","5.8","46012734"
"Madea's Big Happy Family","25000000","5","3","106","4.3","53345287"
"Madea's Family Reunion","6000000","5","3","107","4.9","63257940"
"Madea's Witness Protection","20000000","5","3","114","4.7","65653242"
"Madonna: Truth or Dare","4500000","1","4","120","6.0","15012935"
"Magnolia","37000000","4","4","188","8.0","22455976"
"Maid in Manhattan","55000000","5","3","105","5.0","94011225"
"Malcolm X","33000000","11","3","202","7.7","48169908"
"Maleficent","180000000","20","2","97","7.1","241410378"
"Mallrats","6000000","5","4","94","7.2","2122561"
"Mama","20000000","2","3","100","6.2","71628180"
"Mamma Mia!","52000000","5","3","108","6.4","144130063"
"Man cheng jin dai huang jin jia","45000000","20","4","114","7.0","6566773"
"Man of Steel","225000000","20","3","143","7.2","291045518"
"Man on a Ledge","42000000","20","3","102","6.6","18620000"
"Man on Fire","70000000","20","4","146","7.8","77911774"
"Man Trouble","30000000","5","3","100","4.6","4096030"
"Man's Best Friend","6000000","5","4","97","5.0","12974636"
"Man-Thing","7500000","20","4","97","4.1","143615"
"Manhattan Murder Mystery","13500000","5","2","104","7.4","11285588"
"Margin Call","3500000","4","4","107","7.1","195040392012"
"Married to It","14000000","5","4","112","5.9","1989059"
"Mars Attacks!","70000000","5","3","106","6.3","37771017"
"Mary Reilly","47000000","4","4","108","5.8","5600000"
"MASH","3500000","5","4","116","7.7","81600000"
"Master and Commander: The Far Side of the World","150000000","20","3","138","7.4","93927920"
"Matilda","36000000","5","2","98","6.8","117692808"
"Maximum Risk","25000000","20","4","101","5.4","51702483"
"McHale's Navy","31190000","20","2","108","4.3","140002000"
"Me, Myself & Irene","51000000","5","4","116","6.5","90570999"
"Mean Creek","500000","14","4","90","7.3","603951"
"Mean Girls","17000000","5","3","97","7.0","86058055"
"Mean Machine","2500000","5","4","99","6.5","92770"
"Meet Dave","60000000","13","2","90","4.9","579000"
"Meet Joe Black","90000000","4","3","178","7.1","44619100"
"Meet the Fockers","80000000","5","3","115","6.3","279261160"
"Meet the Parents","55000000","5","3","108","7.0","330444045"
"Megiddo: The Omega Code 2","22000000","20","3","104","4.1","6047691"
"Memoirs of a Geisha","85000000","4","3","140","7.3","57490508"
"Men in Black","90000000","5","3","98","7.2","250690539"
"Men in Black II","140000000","20","3","88","6.0","190418803"
"Menace II Society","3500000","14","4","97","7.5","27900000"
"Mercury Rising","60000000","20","4","111","6.1","93107289"
"Message in a Bottle","80000000","4","3","131","6.1","52880016"
"Miami Vice","135000000","20","4","140","6.0","63450470"
"Michael Collins","28000000","11","4","133","7.1","11092559"
"Midnight in Paris","17000000","5","3","94","7.7","56816662"
"Mighty Aphrodite","15000000","5","4","95","7.1","6700000"
"Mighty Joe Young","90000000","20","2","114","5.5","50632037"
"Mighty Morphin Power Rangers: The Movie","15000000","20","2","95","5.0","37804616"
"Million Dollar Baby","30000000","4","3","132","8.1","100492203"
"Mimic","25000000","2","4","105","5.9","25480490"
"Mindhunters","27000000","14","4","106","6.4","85051662004"
"Minoes","5328737","5","2","86","7.0","4951620"
"Minority Report","102000000","20","3","145","7.7","132072926"
"Mirror Mirror","85000000","13","2","106","5.6","64935167"
"Mirrors","35000000","2","4","112","6.2","3729544"
"Miss Congeniality","45000000","20","3","109","6.1","212742720"
"Mission to Mars","90000000","13","2","114","5.5","60883407"
"Mission: Impossible","80000000","20","3","110","7.1","180981856"
"Mission: Impossible II","125000000","20","3","123","6.0","27884928"
"Mission: Impossible III","150000000","20","3","124","6.8","134029801"
"Mixed Nuts","15000000","5","3","97","5.3","6798240"
"Mo' Money","15000000","5","4","89","5.3","40227000"
"Mobsters","23000000","14","4","104","5.8","20246790"
"Mona Lisa Smile","65000000","4","3","117","6.4","63860942"
"Money for Nothing","11000000","5","4","100","5.7","1044824"
"Money Train","60000000","20","4","105","5.5","35324232"
"Monkeybone","75000000","19","3","93","4.7","5411999"
"Mononoke-hime","2400000000","13","3","134","8.4","2375308"
"Monster","4500000","11","4","109","7.3","60378584"
"Monster House","75000000","19","2","91","6.7","140175006"
"Monster-in-Law","60000000","5","3","101","5.4","82931301"
"Monsters vs. Aliens","175000000","20","2","94","6.6","198351526"
"Monumental: In Search of America's National Treasure","500000","1","2","90","4.9","177729"
"Moonrise Kingdom","16000000","13","3","94","7.8","45512466"
"Mortal Kombat","18000000","20","3","101","5.8","70454098"
"Mortal Kombat: Annihilation","30000000","20","3","95","3.6","51376861"
"Mortal Thoughts","8000000","6","4","102","5.7","19018321"
"Mosquito","200000","2","4","92","4.3","986314"
"Mother and Child","4825000","4","4","125","7.2","50277"
"Mother's Boys","8000000","4","4","96","5.3","874148"
"Moulin Rouge!","52500000","4","3","127","7.7","57386607"
"Mr. & Mrs. Smith","110000000","20","3","120","6.5","186336279"
"Mr. Baseball","40000000","5","3","108","5.8","20883046"
"Mr. Bean's Holiday","25000000","5","2","90","6.3","33302167"
"Mr. Bones","34000000","5","2","110","4.4","31318096"
"Mr. Deeds","50000000","5","3","96","5.8","126293452"
"Mr. Peabody & Sherman","145000000","13","2","92","6.9","111506430"
"Mr. Popper's Penguins","55000000","5","2","94","6.0","68224452"
"Mr. Wonderful","13000000","5","3","98","5.9","3125424"
"Mrs. Doubtfire","25000000","5","3","125","6.9","2191950511994"
"Mrs. Parker and the Vicious Circle","7000000","11","4","125","6.4","2144667"
"Much Ado About Nothing","8000000","5","3","111","7.4","22551000"
"Muertos de risa","3500000","5","4","113","6.7","6299194"
"Mulholland Dr.","15000000","4","4","147","8.0","7220243"
"Multiplicity","45000000","5","3","117","5.9","20100000"
"Munich","70000000","4","4","164","7.6","47403685"
"Muppets Most Wanted","50000000","13","2","107","6.5","51183113"
"Muriel's Wedding","3000000","5","4","106","7.2","15185594"
"Music of the Heart","27000000","4","2","124","6.7","14859394"
"Mute Witness","2000000","2","4","95","6.8","1204430"
"My Best Friend's Girl","40000000","5","4","112","5.9","41622502"
"My Best Friend's Wedding","46000000","5","3","105","6.3","127120029"
"My Big Fat Greek Wedding","5000000","5","2","95","6.6","368744044"
"My Bloody Valentine","15000000","2","4","101","5.5","51545952"
"My Boss's Daughter","14000000","5","3","86","4.6","18191005"
"My Cousin Vinny","11000000","5","4","120","7.5","52929168"
"My Family","5500000","4","4","128","7.3","11079373"
"My Life's in Turnaround","22000","5","4","84","4.3","196383"
"My Own Private Idaho","2500000","4","4","104","7.1","6401336"
"My Week with Marilyn","6400000","11","4","99","7.0","14600347"
"Mystery, Alaska","28000000","5","4","119","6.6","399638"
"Mystic River","30000000","14","4","138","8.0","90135191"
"Män som hatar kvinnor","13000000","14","4","152","7.8","104395170"
"Nacho Libre","32000000","5","2","92","5.7","80197993"
"Nadja","1000000","4","4","93","5.9","446934"
"Naked Gun 33 1/3: The Final Insult","30000000","5","3","83","6.4","51132598"
"Naked Lunch","16000000","4","4","115","7.1","2541541"
"Nancy Drew","20000000","5","2","99","5.9","30666930"
"Nanny McPhee","25000000","5","2","98","6.6","47144110"
"Nanny McPhee and the Big Bang","35000000","5","2","109","6.0","93246388"
"National Treasure: Book of Secrets","130000000","20","2","124","6.5","219964115"
"Natural Born Killers","34000000","14","4","118","7.3","50282766"
"Nebraska","12000000","13","4","115","7.8","17654912"
"Need for Speed","66000000","20","3","132","6.6","43577636"
"Neighbors","18000000","5","4","97","6.4","150157400"
"Never Been Kissed","25000000","5","3","107","6.0","55474756"
"Never Talk to Strangers","6400000","14","4","86","5.1","6849998"
"New Jack City","8500000","20","4","97","6.6","47624253"
"New Jersey Drive","5000000","14","4","98","6.6","3565508"
"New Nightmare","8000000","17","4","112","6.4","18090181"
"New Year's Eve","56000000","5","3","113","5.6","54544638"
"Newsies","15000000","4","2","121","6.9","2819485"
"Next","70000000","20","3","96","6.2","18211013"
"Night and the City","20000000","5","4","105","5.8","6202756"
"Night at the Museum: Battle of the Smithsonian","150000000","20","2","105","5.9","177243721"
"Night of the Living Dead 3D","750000","2","4","80","3.1","1553837"
"Nim's Island","37000000","13","2","96","6.0","2878929"
"Nixon","50000000","11","4","192","7.1","13560960"
"No Country for Old Men","25000000","14","4","122","8.1","74283625"
"No Escape","20000000","20","4","118","6.0","15340000"
"No se Aceptan Devoluciones","5500000","5","3","122","7.6","44467206"
"No Strings Attached","25000000","5","4","108","6.2","70662220"
"No-Do","1300000","2","4","120","5.3","163385"
"Noah","125000000","20","3","138","5.9","101200044"
"Nochnoy dozor","4200000","20","4","114","6.5","16239819"
"Non-Stop","50000000","20","3","106","7.0","92168600"
"Norbit","60000000","5","3","102","3.9","95673607"
"North","40000000","13","2","87","4.4","7138449"
"Not Another Teen Movie","16000000","5","4","89","5.7","38252284"
"Not Easily Broken","8000000","4","3","99","6.0","10572742"
"Notting Hill","42000000","5","3","124","7.0","116089678"
"November","150000","4","4","73","5.6","192186"
"Novocaine","6000000","5","4","95","5.8","2036682"
"Now You See Me","75000000","14","3","115","7.3","117723989"
"Nowhere to Run","15000000","20","4","94","5.5","22189039"
"Nutty Professor II: The Klumps","65000000","5","3","106","4.3","123309890"
"O Brother, Where Art Thou?","26000000","13","3","106","7.8","2115517"
"Oblivion","120000000","20","3","124","7.0","286168572"
"Obsessed","20000000","4","3","108","4.9","68261644"
"Ocean's Eleven","85000000","14","3","116","7.8","4507171502002"
"Ocean's Thirteen","85000000","14","3","122","6.9","1941579002007"
"Ocean's Twelve","110000000","14","3","125","6.4","125544280"
"Oculus","5000000","2","4","104","6.5","27695246"
"Old Dogs","35000000","5","2","88","5.3","49492060"
"Old School","24000000","5","4","91","7.2","75585093"
"Oldeuboi","3000000","4","4","120","8.4","707481"
"Oliver Twist","50000000","14","3","130","6.9","40500000"
"Olympus Has Fallen","70000000","20","4","119","6.5","98925640"
"On Deadly Ground","50000000","20","4","101","4.3","38590500"
"On the Road","25000000","13","4","124","6.1","2707624"
"Once","180000","4","4","85","7.9","9439923"
"Once Upon a Time in America","30000000","14","4","139","8.4","5321508"
"Once Upon a Time in Mexico","29000000","20","4","102","6.4","56359780"
"One Day","15000000","4","3","107","7.0","13843771"
"One Direction: This Is Us","10000000","1","2","92","4.0","28873374"
"One for the Money","40000000","20","3","91","5.3","26414527"
"One Night with the King","20000000","11","2","123","6.3","13395961"
"One True Thing","30000000","4","4","127","7.0","23245840"
"Onegin","14000000","4","4","106","6.8","993690"
"Only the Strong","6000000","20","3","99","6.6","3273588"
"Opal Dream","11400000","4","2","86","6.6","48623"
"Open Range","22000000","20","4","139","7.5","682962932004"
"Open Season","85000000","13","2","83","6.2","85105259"
"Open Water","500000","11","4","79","5.7","54667954"
"Orgazmo","1000000","5","5","94","6.2","2799250"
"Original Gangstas","4800000","20","4","99","5.7","3014000"
"Original Sin","42000000","4","4","116","6.0","354020002001"
"Orlando","4000000","4","3","94","7.2","5289772"
"Oscar and Lucinda","16000000","4","4","132","6.7","1768946"
"Othello","11000000","4","4","123","7.0","2112951"
"Out for Justice","14000000","20","4","91","6.0","39673161"
"Out of Sight","48000000","5","4","123","7.1","822833"
"Out-of-Sync","1500000","14","4","105","4.3","900000"
"Outbreak","50000000","20","4","127","6.5","67823573"
"Over the Hedge","80000000","13","2","83","6.8","336002996"
"P.S. I Love You","30000000","4","3","126","7.0","156835339"
"Pacific Rim","190000000","20","3","132","7.0","101802906"
"Pain & Gain","26000000","20","4","129","6.5","49875291"
"Paint Your Wagon","20000000","5","3","158","6.7","31678778"
"Panic","1000000","5","4","88","6.8","779137"
"Panic Room","48000000","4","4","112","6.8","96397334"
"Paranormal Activity","15000","2","4","86","6.3","107918810"
"Paranormal Activity 3","5000000","2","4","83","5.9","2133689"
"Paranormal Activity 4","5000000","2","4","88","4.5","53921300"
"Paranormal Activity: The Marked Ones","5000000","2","4","84","5.0","32462372"
"ParaNorman","60000000","13","2","92","7.0","56003051"
"Parental Guidance","25000000","5","2","105","6.0","77267296"
"Paris Is Burning","500000","1","4","71","8.0","3779620"
"Party Girl","150000","5","4","94","6.6","472370"
"Passenger 57","15000000","20","4","84","5.8","44065653"
"Passion Fish","3330000","4","4","135","7.4","5414619"
"Pat Garrett & Billy the Kid","4638783","4","4","122","7.4","2328361973"
"Patch Adams","50000000","11","3","115","6.6","135026902"
"Patriot Games","42000000","20","4","117","6.9","83287363"
"Paul Blart: Mall Cop","26000000","20","2","91","5.2","22864"
"Payback","50000000","20","4","100","7.1","81526121"
"Paycheck","60000000","20","3","119","6.3","53790451"
"PCU","8000000","5","3","79","6.5","4350774"
"Peaceful Warrior","10000000","4","3","120","7.3","10667482006"
"Pearl Harbor","140000000","20","3","183","6.0","198542554"
"Pecker","6000000","5","4","87","6.4","2281761"
"Per un pugno di dollari","200000","20","4","99","8.1","35000001971"
"Percy Jackson: Sea of Monsters","90000000","13","2","106","5.9","68559554"
"Perdita Durango","4200000","20","4","126","6.3","33500001997"
"Perfect Stranger","60795000","14","4","109","5.7","1620000"
"Perfume: The Story of a Murderer","50000000","14","4","147","7.5","2223293"
"Persepolis","7300000","19","3","96","8.0","331012"
"Pet Sematary II","8000000","20","4","100","4.7","17092453"
"Peter Pan","100000000","13","2","113","6.9","48462608"
"Phantasm III: Lord of the Dead","2500000","20","4","91","6.0","487339"
"Phenomenon","32000000","4","2","123","6.4","104636382"
"Philadelphia","26000000","4","3","125","7.7","774464401994"
"Philadelphia Experiment II","5000000","20","3","97","4.5","2970"
"Phone Booth","13000000","6","4","81","7.1","97837138"
"Pieces of April","300000","5","3","80","7.1","2528664"
"Pina","3238460","1","2","103","7.7","3524826"
"Pink Flamingos","10000","5","5","93","6.1","60000001972"
"Piranha 3D","24000000","5","4","88","5.5","25003155"
"Piranha 3DD","5000000","5","4","83","3.8","376512"
"Pirates of the Caribbean: Dead Man's Chest","225000000","20","3","151","7.3","423315812"
"Pirates of the Caribbean: On Stranger Tides","250000000","20","3","136","6.7","241071802"
"Pitch Black","23000000","20","4","112","7.1","4120022"
"Pitch Perfect","17000000","5","3","112","7.3","65001093"
"Planes: Fire & Rescue","50000000","13","2","83","5.9","59165787"
"Planet 51","70000000","13","2","91","6.1","1056471022011"
"Planet of the Apes","100000000","20","3","119","5.7","362211740"
"Pledge This!","8300000","5","4","91","2.0","1283565"
"Poetic Justice","14000000","4","4","109","5.8","27515786"
"Point Break","24000000","20","4","122","7.2","43218387"
"Poison","250000","4","5","85","6.6","609524"
"Poison Ivy","3000000","4","4","90","5.3","1829804"
"Police Academy: Mission to Moscow","6200000","5","2","83","3.1","126247"
"Posse","10000000","22","4","111","5.4","18290000"
"Postal","20000000","20","4","114","4.4","18005198"
"Powder","9500000","4","3","111","6.5","30862146"
"Practical Magic","75000000","5","3","104","6.1","46683377"
"Predator 2","35000000","20","5","108","6.2","30669413"
"Predators","40000000","20","4","107","6.4","2431674"
"Premonition","20000000","4","3","96","5.9","47852604"
"Pretty Woman","14000000","5","4","119","6.9","178406268"
"Price of Glory","10000000","4","3","118","6.4","35428432000"
"Pride & Prejudice","28000000","4","2","129","7.8","38405088"
"Priest","60000000","20","3","87","5.7","49172505"
"Primal Fear","30000000","14","4","129","7.7","56116183"
"Primary Colors","65000000","5","4","143","6.7","1141258"
"Primer","7000","4","3","77","7.0","223015"
"Prom","8000000","5","2","104","5.4","10130219"
"Prom Night","20000000","2","3","89","3.9","57197876"
"Prometheus","130000000","13","4","124","7.0","126477084"
"Prospero's Books","1500000","4","4","124","6.9","1750301"
"Psycho","20000000","2","4","105","4.6","21456130"
"Pulp Fiction","8000000","14","4","154","8.9","107928762"
"Punch-Drunk Love","25000000","5","4","95","7.3","17844216"
"Puss in Boots","130000000","13","2","90","6.7","149260504"
"Quartet","11000000","5","3","98","6.8","18390117"
"R.I.P.D.","130000000","20","3","96","5.6","33618855"
"Rabbit Hole","5000000","4","3","91","7.0","2229058"
"Race to Witch Mountain","65000000","20","2","98","5.7","67172594"
"Radio Flyer","35000000","4","3","114","6.9","4651977"
"Raising Cain","12000000","14","4","91","5.9","21370057"
"Rambling Rose","7500000","4","4","112","6.7","6266621"
"Rambo","50000000","20","4","92","7.1","113244290"
"Rampage","7500000","4","4","97","6.4","796368"
"Random Hearts","64000000","4","4","133","5.0","74160911"
"Rango","135000000","13","2","107","7.3","123477607"
"Ransom","80000000","14","4","121","6.6","136492681"
"Rapa Nui","20000000","20","4","107","6.4","305070"
"Rapid Fire","10000000","20","4","95","6.2","14356479"
"Ray","40000000","11","3","152","7.8","75331600"
"Real Steel","110000000","20","3","127","7.1","85468508"
"Rebound","33100000","5","2","103","5.1","8186"
"RED","58000000","20","3","111","7.1","90380162"
"RED 2","84000000","20","3","116","6.7","53262560"
"Red Dawn","65000000","20","3","93","5.4","44806783"
"Red Dragon","78000000","14","4","124","7.2","93149898"
"Red Eye","25000000","6","3","85","6.5","57891803"
"Red Planet","70000000","20","3","106","5.6","17480890"
"Red Rock West","8000000","14","4","98","7.0","2502551"
"Red State","4000000","20","4","88","6.2","305504"
"Red Tails","58000000","20","3","125","5.9","49876377"
"Redacted","5000000","14","4","90","6.1","65388"
"Reign of Fire","60000000","20","3","101","6.2","39088201"
"Reign Over Me","20000000","4","4","124","7.5","1756556"
"Remember the Titans","30000000","11","2","113","7.7","115654751"
"Renaissance Man","40000000","5","3","128","6.1","24332324"
"Reno 911!: Miami","10000000","5","4","84","5.9","22021262"
"Rent","40000000","4","3","138","7.0","31670620"
"Replicant","17000000","20","4","100","5.3","381210"
"Requiem for a Dream","4500000","4","4","102","8.4","37546262001"
"Reservation Road","11000000","14","4","102","6.7","17830002007"
"Reservoir Dogs","1200000","14","4","99","8.4","2832029"
"Resident Evil","33000000","20","4","100","6.7","62321149"
"Resident Evil: Apocalypse","45000000","20","4","94","6.2","1293948352004"
"Resident Evil: Extinction","45000000","20","4","93","6.3","50648679"
"Resident Evil: Retribution","65000000","20","4","96","5.3","42345531"
"Restoration","12000000","11","4","117","6.7","4100000"
"Revelation","1500000","20","3","98","5.2","206755"
"Revolution","28000000","13","3","126","5.2","358574"
"Revolutionary Road","35000000","4","4","119","7.3","75225693"
"Rich in Love","18000000","4","3","105","6.2","2149735"
"Richard III","6000000","4","4","104","7.5","2600000"
"Riddick","38000000","20","4","119","6.4","42025135"
"Ride Along","25000000","20","3","99","6.1","134938200"
"Ride with the Devil","35000000","4","4","138","6.8","157407"
"Ridicule","50000000","5","4","102","7.4","14749875"
"Riding in Cars with Boys","48000000","11","3","132","6.5","30165536"
"Rio","90000000","13","2","96","7.0","143619809"
"Rise of the Guardians","145000000","13","2","97","7.3","103412758"
"Rise of the Planet of the Apes","93000000","20","3","105","7.6","176760185"
"Ri¢hie Ri¢h","40000000","5","2","95","5.2","38087756"
"Road to Perdition","80000000","14","4","117","7.7","104454762"
"Road Trip","15600000","13","4","93","6.5","68540777"
"Rob Roy","28000000","20","4","139","6.9","31600000"
"Robin Hood: Men in Tights","20000000","13","3","104","6.7","35739755"
"RoboCop","100000000","20","3","117","6.3","58607007"
"RoboCop 3","23500000","20","3","104","3.8","10696210"
"Robots","75000000","13","2","91","6.3","128200012"
"Rock of Ages","75000000","5","3","123","5.9","38518613"
"Rock Star","57000000","5","4","105","6.2","17008282"
"Rocky Balboa","24000000","4","2","102","7.2","70270943"
"Role Models","28000000","5","4","99","6.9","67294270"
"Rollerball","70000000","20","3","95","2.9","258527642002"
"Romeo + Juliet","14500000","4","3","120","6.8","46351345"
"Romeo Is Bleeding","11500000","20","4","100","6.6","3275585"
"Romeo Must Die","25000000","20","4","115","6.1","55973336"
"Ronin","55000000","20","4","122","7.3","41616262"
"Roommates","22000000","5","2","108","6.4","12100000"
"Ruby Cairo","24000000","6","3","111","4.9","608866"
"Ruby in Paradise","800000","4","4","114","7.2","1001437"
"Rules of Engagement","60000000","20","4","128","6.4","2263876"
"Runaway Bride","70000000","5","2","116","5.4","152257509"
"Runaway Jury","60000000","4","3","127","7.1","673382192004"
"Rundskop","2000000","14","4","129","7.4","151840"
"Runner Runner","30000000","14","4","91","5.6","19316646"
"Rush","38000000","20","4","123","8.2","26947624"
"Rush Hour","33000000","20","3","98","6.9","244386864"
"Rush Hour 2","90000000","20","3","90","6.6","226164286"
"Rush Hour 3","140000000","20","3","91","6.2","140125968"
"Rushmore","11000000","5","4","93","7.7","17105219"
"S.W.A.T.","80000000","20","3","117","6.0","116934650"
"Sabrina","58000000","5","2","127","6.2","53672080"
"Safe","1000000","4","4","119","7.1","512245"
"Safe","30000000","20","4","94","6.5","17142080"
"Safe Haven","28000000","4","3","115","6.7","71349120"
"Sahara","130000000","20","3","124","6.0","68671925"
"Saint John of Las Vegas","3800000","5","4","85","5.8","102645"
"Saints and Soldiers","780000","20","3","90","6.8","1310470"
"Saturday Night Fever","3000000","4","4","118","6.8","94213184"
"Savage Messiah","4200000","4","4","94","6.4","1252726"
"Savages","45000000","14","4","141","6.5","47382068"
"Save the Last Dance","13000000","4","3","112","6.1","91057006"
"Saving Mr. Banks","35000000","11","3","125","7.6","83301580"
"Saving Private Ryan","70000000","20","4","169","8.6","3118904"
"Saw","1200000","2","5","103","7.7","56000369"
"Saw 3D","20000000","2","4","90","5.6","3500731"
"Saw II","4000000","2","4","95","6.6","87039965"
"Saw III","10000000","2","4","108","6.2","80238724"
"Saw IV","10000000","2","4","96","5.9","63300095"
"Saw V","10800000","2","4","92","5.8","56746769"
"Saw VI","11000000","2","4","90","6.0","2362420"
"Scary Movie","19000000","5","4","88","6.2","157019771"
"Scary Movie 2","45000000","5","4","83","5.2","71308997"
"Scary Movie 3","48000000","5","3","84","5.4","110003217"
"Scary Movie 4","45000000","5","3","89","5.1","178262620"
"Scary Movie 5","20000000","5","3","86","3.5","32015787"
"Schindler's List","22000000","11","4","195","8.9","96067179"
"Scooby-Doo","84000000","13","2","88","4.9","1223565392002"
"Scream","15000000","2","4","103","7.2","103046663"
"Scream 2","24000000","2","4","120","6.1","101363301"
"Scream 3","40000000","2","4","116","5.5","726911012000"
"Screamers","20000000","20","4","108","6.4","5781885"
"Screen Door Jesus","3000000","5","4","119","5.1","43124"
"Se7en","33000000","4","4","127","8.7","100125643"
"Seabiscuit","87000000","4","3","140","7.3","148336445"
"Search and Destroy","4000000","20","4","90","5.2","389731"
"Season of the Witch","40000000","20","3","95","5.4","24827228"
"Secretariat","35000000","4","2","123","7.2","59713955"
"Secretary","4000000","5","4","104","7.1","4059680"
"Secrets & Lies","4500000","4","4","142","8.0","1300000"
"See No Evil","8000000","2","4","84","5.1","15032800"
"Seed of Chucky","12000000","5","4","87","4.9","17083732"
"Seeking Justice","17000000","20","4","105","6.2","967184"
"Sen to Chihiro no Kamikakushi","1900000000","13","2","125","8.6","10055859"
"Sense and Sensibility","16500000","4","2","131","7.7","43182776"
"Septem8er Tapes","30000","4","4","95","5.9","22000002006"
"Seraphim Falls","18000000","20","4","115","6.7","1196307"
"Serenity","40000000","20","3","119","8.0","25514517"
"Serial Mom","13000000","5","4","95","6.6","7881335"
"Serving Sara","29000000","5","3","102","5.2","20146150"
"Session 9","1500000","2","4","100","6.5","378176"
"Setup","20000000","20","4","85","4.4","21281862011"
"Seven Pounds","55000000","4","3","123","7.7","69951824"
"Seven Years in Tibet","70000000","13","3","136","7.0","37957682"
"Sex and the City","65000000","5","4","145","5.4","415252786"
"Sex and the City 2","100000000","5","4","146","4.2","95347692"
"Sgt. Bilko","39000000","5","2","93","5.7","30356793"
"Shadowlands","22000000","11","2","131","7.4","25842000"
"Shakes the Clown","1400000","5","4","87","5.5","115103"
"Shakespeare in Love","25000000","5","4","123","7.2","100317794"
"Shall We Dance","50000000","5","3","106","6.1","57890460"
"Shallow Grave","2500000","14","4","92","7.4","2881508"
"Shallow Hal","40000000","5","3","114","5.9","5700000"
"Shanghai Knights","50000000","20","3","114","6.2","60476872"
"Shanghai Noon","55000000","20","3","110","6.6","56937502"
"Shark Tale","75000000","13","2","90","6.0","160861908"
"Shattered","22000000","14","4","98","6.5","11511031"
"Shattered Glass","6000000","4","3","99","7.2","2220008"
